,refd_val,output
0,-0.0120585701981,0.0
1,-0.171570365119,0.0
2,-0.0975431412694,0.0
3,-0.170731707317,0.0
4,0.0167164603784,1.0
5,-0.147501105705,1.0
6,-0.109438506699,0.0
7,0.00188167996387,0.0
8,0.0303105984924,1.0
9,-0.0213539300318,0.0
10,-0.164699792961,0.0
11,-0.115686944634,0.0
12,-0.101240343815,0.0
13,0.0466893039049,0.0
14,-0.105776444111,0.0
15,-0.0833333333333,0.0
16,-0.101568627451,0.0
17,-0.0651347330137,0.0
18,0.0403613300019,0.0
19,0.235347985348,1.0
20,-0.0868970236059,0.0
21,-0.00598290598291,0.0
22,-0.0737587480024,0.0
23,0.0588235294118,0.0
24,-0.00269905533063,1.0
25,-0.207746478873,0.0
26,0.0737587480024,1.0
27,0.167463617464,1.0
28,0.112443894134,0.0
29,-0.0113043478261,1.0
30,-0.0183941997852,0.0
31,-0.0158276125095,0.0
32,0.00401069518717,0.0
33,-0.143006554177,0.0
34,0.158245863725,0.0
35,-0.00611045828437,0.0
36,0.0460772104608,1.0
37,0.0555413578669,1.0
38,-0.455738347043,0.0
39,0.212287712288,0.0
40,-0.0752765752766,0.0
41,-0.0134751026424,0.0
42,0.171141901577,1.0
43,-0.247876447876,0.0
44,-0.12041058034,0.0
45,-0.00372670807453,0.0
46,0.0793787748059,0.0
47,0.00727050727051,0.0
48,0.0738025415445,0.0
49,-0.0167441860465,0.0
50,0.337662337662,0.0
51,0.230362230362,1.0
52,0.0405436668595,0.0
53,0.0346760797342,0.0
54,0.133952254642,1.0
55,-0.261042183623,0.0
56,-0.010101010101,0.0
57,0.183316683317,1.0
58,-0.010118212783,0.0
59,0.0806636155606,0.0
60,0.250549450549,0.0
61,0.000713994288046,0.0
62,-0.0678053830228,0.0
63,0.238848646588,1.0
64,0.188963210702,1.0
65,0.127614321163,0.0
66,0.00157406619586,0.0
67,-0.112691230338,1.0
68,-0.0864345738295,1.0
69,0.120215311005,0.0
70,0.108803986711,1.0
71,-0.627611518916,0.0
72,-0.0189473684211,0.0
