,refd_val,output
0,-0.0506271305312,0.0
1,0.0192307692308,1.0
2,0.0106812472587,0.0
3,0.00959183673469,0.0
4,-0.23589577231,0.0
5,-0.037037037037,0.0
6,0.405629736557,0.0
7,-0.0117120548467,0.0
8,-0.19740271345,0.0
9,0.147578641414,1.0
10,0.0133539838238,0.0
11,-0.238187493273,1.0
12,-0.0826038658076,0.0
13,-0.106632996633,0.0
14,-0.0135291843835,0.0
15,-0.0692372203694,0.0
16,0.098962386511,0.0
17,0.163444398739,1.0
18,0.00354609929078,0.0
19,-0.0527237354086,0.0
20,0.0509277155006,1.0
21,0.350033852404,1.0
22,0.398258657797,1.0
23,-0.0031746031746,0.0
24,0.19740271345,1.0
25,0.0195646857422,0.0
26,0.0118506356824,0.0
27,0.0590828924162,0.0
28,-0.0795477386935,0.0
29,-0.123627052799,0.0
30,0.0718811448547,0.0
31,-0.0986784449819,0.0
32,-0.217956985169,0.0
33,-0.0688473520249,0.0
34,-0.00561797752809,1.0
35,0.0999219359875,0.0
36,0.0442867877051,0.0
37,0.0540945439822,0.0
38,-0.0784951618285,0.0
39,0.504677754678,0.0
40,0.00165625235263,0.0
41,-0.0193286245918,0.0
42,0.317501659772,0.0
43,0.275773660604,1.0
44,0.244612238477,0.0
45,0.00617875369063,1.0
46,-0.108040248084,0.0
47,-0.3310524457,0.0
48,-0.0255514705882,1.0
49,-0.0331081081081,0.0
50,0.0,0.0
51,0.0636205512443,0.0
52,-0.0284482758621,0.0
53,-0.153118098643,1.0
54,-0.200372519521,0.0
55,0.161638771033,1.0
56,-0.00595238095238,0.0
57,0.263706140351,1.0
58,0.205437373923,0.0
59,0.503448792922,0.0
60,0.483146067416,1.0
61,-0.295930317669,0.0
62,0.242576882291,0.0
63,0.217097506973,0.0
64,-0.00177808042977,0.0
65,0.021164021164,0.0
66,-0.117244748412,0.0
67,-0.103296703297,0.0
68,0.0862790697674,1.0
69,-0.0662525879917,0.0
70,0.13058248405,0.0
71,0.0255514705882,0.0
72,0.212614063339,1.0
73,0.322710622711,0.0
74,-0.0758430436036,0.0
75,-0.0584615384615,0.0
76,0.480723193191,1.0
77,0.0588534361851,0.0
78,0.0178521078538,0.0
79,-0.0304253700778,0.0
80,-0.0453238626755,0.0
81,-0.240769062705,0.0
82,0.0775805926408,0.0
83,0.0440922597991,0.0
84,0.169786096257,0.0
85,-0.0615508397868,0.0
86,-0.184477714679,1.0
87,0.00623052959502,0.0
88,-0.0212856534696,1.0
89,0.159346271706,1.0
90,-0.113793821951,0.0
91,0.124874371859,1.0
92,-0.480723193191,0.0
93,0.0147783251232,0.0
94,0.0833333333333,0.0
95,-0.247123407993,0.0
96,0.119368459703,1.0
97,-0.220667012269,0.0
98,-0.140526140526,0.0
99,-0.243779160187,0.0
100,0.0581224404074,0.0
101,0.257022963866,1.0
102,-0.336949713112,1.0
103,0.35423104829,0.0
104,0.254732806135,0.0
105,-0.105917477872,0.0
106,-0.109154929577,0.0
107,0.0760887772194,1.0
108,0.0192601067887,1.0
109,-0.0434782608696,0.0
110,0.00190377293181,0.0
111,-0.0871551405813,0.0
112,-0.127319517811,0.0
113,0.0652521761393,0.0
114,0.0534953229645,1.0
115,0.246889580093,1.0
116,-0.172676949535,0.0
117,0.10994327661,0.0
118,-0.162702472612,1.0
119,-0.0324565241168,0.0
120,-0.0620894257258,0.0
121,0.0197044334975,0.0
122,0.0427201394943,0.0
123,0.0145651269247,1.0
124,-0.0212798530312,0.0
125,-0.345675747157,0.0
126,-0.0259257640012,1.0
127,-0.0801318917261,0.0
128,-0.225863739102,0.0
129,0.0143231911555,1.0
130,-0.334368530021,0.0
131,-0.0484777971689,0.0
132,0.2557997558,1.0
133,0.135066603557,1.0
134,0.0731616274729,0.0
135,0.217150760719,0.0
136,-0.158227295863,0.0
137,0.0198737537082,1.0
138,-0.0482031482031,0.0
139,0.00788178791361,0.0
140,-0.107892107892,0.0
141,0.0151763740771,0.0
142,0.183437974003,1.0
